Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3279,01/16/2017,8:45 AM,12:00 PM,Dr. Martin Luther King Memorial Observance - 2017,2017 MLK  Observance,Musical prelude starts at 8:45AM to 9:15AM.  There will be a Televised Ceremony at the Convention Center and Memorial Exhibit at the Concourse and a beloved Community March to the King Monument at Lincoln Park  Albany.  For more information Call: (518)473-4143 or Email:  MLK@ogs.ny.govLink for website   http://www.nyking.org,Convention Center at the Empire State Plaza,FREE, 
3333,01/11/2017,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3367,01/07/2017,9:00 AM,11:00 AM,Learn to Skate Clinic FREE,LTS Free Clinic, ,Outside on the Plaza Ice Rink,Pre-Registration Required- FREE, 
3333,01/04/2017,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3278,01/01/2017,1:00AM,24:00 PM,Happy New Year 2017,Happy New Year 2017,Have a happy and healthy New Year!,All over the world,FREE, 
2887,05/05/2014,8:00am,5:00pm,Lions Eye Bank,Lions,Art Display,Empire State Plaza  South Concourse,Free, 
3333,12/28/2016,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3280,12/25/2016,1:00 AM,12:00 midnight,Holiday,Holiday, ,, , 
3375,12/22/2016,11:00 AM,1:00 PM,Ravena Coeymans Selkirk Central School District,RCS CSD Band Chorus,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End Concourse Performance Area,FREE, 
3333,12/21/2016,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3374,12/20/2016,11:00 AM,1:00 PM,Voorheesville Central School District Holiday Music,Voorheesville CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End Concourse Performance Area,FREE, 
3373,12/19/2016,11:00 AM,1:00 PM,LansingBurgh Central School District Holiday Music,LansingBurgh CSD,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End Concourse Performance Area,FREE, 
3378,12/18/2016,11:00 AM,8:00 PM,Ice Rink Closed,Ice Rink Closed,Due to the heavy rain last night and the warm temperatures predicted today  the ice rink will be closed today,Outside on the Plaza, , 
3359,12/16/2016,10:00 AM,3:00 PM,Santa Sale,Santa Sale,Held annually during the Holiday Season  the Santa Sale is a family friendly shopping experience for the thousands of employees and visitors that come  to the Empire State Plaza.  The indoor concourse becomes a festive celebration  and vendors featuring the following items:  Seasonal and Holiday Gifts  Commercial Merchandise  Fine Arts and Crafts  Clothing  Accessories  Books and General Merchandise.,Northern and Southern Concourse at the Empire State Plaza,Free, 
3360,12/15/2016,10:00 AM,2:00 PM,Community Holiday Sale,Community Holiday Sale,This annual  multiday  holiday sale offers a variety of Not-for-Profit organizations an opportunity to promote and sell goods on the indoor concourse.  Make someone's Holiday great while helping your Not-for -Profit.,On the Indoor Concourse at the Empire State Plaza,FREE, 
3359,12/15/2016,10:00 AM,3:00 PM,Santa Sale,Santa Sale,Held annually during the Holiday Season  the Santa Sale is a family friendly shopping experience for the thousands of employees and visitors that come  to the Empire State Plaza.  The indoor concourse becomes a festive celebration  and vendors featuring the following items:  Seasonal and Holiday Gifts  Commercial Merchandise  Fine Arts and Crafts  Clothing  Accessories  Books and General Merchandise.,Northern and Southern Concourse at the Empire State Plaza,Free, 
3361,12/15/2016,10:00 AM,2:00 PM,Senior Holiday Fair,Senior Holiday Fair,This annual  multiday  holiday sale offers seniors (age 55 or older) an opportunity to display and sell goods at the Empire State Plaza.  All Products must be handmade by the participant.  Handmade holiday decorations and ornaments  wreaths and bows  clothing  toys  doll clothing  quilts  afghans  wall and window hangings  jewelry  leather goods and so much more.  Something for everyone on your shopping list.,At the Empire State Plaza - Concourse Level,FREE, 
3361,12/14/2016,10:00 AM,2:00 PM,Senior Holiday Fair,Senior Holiday Fair,This annual  multiday  holiday sale offers seniors (age 55 or older) an opportunity to display and sell goods at the Empire State Plaza.  All Products must be handmade by the participant.  Handmade holiday decorations and ornaments  wreaths and bows  clothing  toys  doll clothing  quilts  afghans  wall and window hangings  jewelry  leather goods and so much more.  Something for everyone on your shopping list.,At the Empire State Plaza - Concourse Level,FREE, 
3360,12/14/2016,10:00 AM,2:00 PM,Community Holiday Sale,Community Holiday Sale,This annual  multiday  holiday sale offers a variety of Not-for-Profit organizations an opportunity to promote and sell goods on the indoor concourse.  Make someone's Holiday great while helping your Not-for -Profit.,On the Indoor Concourse at the Empire State Plaza,FREE, 
3333,12/14/2016,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3372,12/13/2016,11:00 AM,1:00 PM,Hoosick Falls High School,Hoosick Falls HS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End Concourse Performance Area,FREE, 
3377,12/13/2016,12:30 {M,8:00 PM,Ice Rink Schedule Change Today,Ice Rink Update,Due to mechanical issues  the rink opening will be delayed until 12:30 pm.,Outside on the Plaza,Free to skate.  Rentals available $4 Adults  $3 Child 12 and under, 
2875,05/05/2014,8:00am,5:00pm,New York Housing Association Inc,House on the Hill, ,The Plaza Flag Pole Area, , 
3371,12/12/2016,11:00 AM,1:00 PM,Farnsworth Middle School Holiday Music,Farnsworth MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End Concourse Performance Area,FREE, 
3370,12/09/2016,11:00 AM,1:00 PM,Myers Middle School Holiday Music,Myers MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End of Concourse Performance Area,FREE, 
3359,12/08/2016,10:00 AM,3:00 PM,Santa Sale,Santa Sale,Held annually during the Holiday Season  the Santa Sale is a family friendly shopping experience for the thousands of employees and visitors that come  to the Empire State Plaza.  The indoor concourse becomes a festive celebration  and vendors featuring the following items:  Seasonal and Holiday Gifts  Commercial Merchandise  Fine Arts and Crafts  Clothing  Accessories  Books and General Merchandise.,Northern and Southern Concourse at the Empire State Plaza,Free, 
3359,12/07/2016,10:00 AM,3:00 PM,Santa Sale,Santa Sale,Held annually during the Holiday Season  the Santa Sale is a family friendly shopping experience for the thousands of employees and visitors that come  to the Empire State Plaza.  The indoor concourse becomes a festive celebration  and vendors featuring the following items:  Seasonal and Holiday Gifts  Commercial Merchandise  Fine Arts and Crafts  Clothing  Accessories  Books and General Merchandise.,Northern and Southern Concourse at the Empire State Plaza,Free, 
3333,12/07/2016,10:00 AM,2:00 PM,2016-17 Winter Farmer's Market,Winter Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,Inside on the Concourse at the Empire State Plaza,Free, 
3350,12/07/2016,9:00 AM,5:00 PM,World AIDS Day,World AIDS Day,Workshops  AIDS Memorial Quilt Display  On-Site HIV Testing  Exhibit Booths Commissioner's Special Recognition AwardsIf you would like to visit the webstie copy this link into your browser:  http://www.health.ny.gov/diseases/aids/general/awareness_days/index.htm,Empire State Plaza Convention Center,FREE, 
3191,12/07/2016,12:00 PM,12:30 PM,Curatorial Art Tour - Empire State Plaza Collection,ESP Art Tour,"Tours will be every 1st Wednesday of the Month.  These are ""lunch-time"" tours - from 12:00 PM to 12:30 PM.  You will see and learn about the pieces from Empire State Plaza Art Collection.",MEET at NOON at the Visitor's Center on the Concourse,FREE, 
3350,12/06/2016,9:00 AM,5:00 PM,World AIDS Day,World AIDS Day,Workshops  AIDS Memorial Quilt Display  On-Site HIV Testing  Exhibit Booths Commissioner's Special Recognition AwardsIf you would like to visit the webstie copy this link into your browser:  http://www.health.ny.gov/diseases/aids/general/awareness_days/index.htm,Empire State Plaza Convention Center,FREE, 
3368,12/06/2016,11:00 AM,12:00PM,Howard L. Groff Middle School Jazz Ensemble,Howard L. Groff MS,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End of the Concourse,FREE, 
3369,12/06/2016,12:00 PM,1:00 PM,Millbrook High School Choirs Holiday Music,Millbrook High School,Come see the school perform.  Local school playing instruments and choir- together - creating beautiful music.  Exceptional Local Talent!,South End of the Concourse - Performance Area,FREE, 
3363,12/04/2016,1:00 PM,8:00 PM,NYS Holiday Tree Lighting and Fireworks Festival,NYS Holiday Tree Lighting,Each year  the NYS Office of General Services receives hundreds of offers for tree donations and visits many with potential before choosing two  perfect New York State trees  scheduled to be illuminated at this heartwarming family event.  But the winter fun doesn't stop there!  Other activities include visits with Santa  live music  free ice skating  and fireworks!  Make a day of it - visit the Great Train Extravaganza and the TasteNY Holiday Expo too!,Outside on the Plaza,Free, 
